pred_train_1,pred_train_2,pred_train_3
38.1192448698253,18.867336090833,22.56745387673
36.8885089245396,24.7147082344786,24.8174030967364
48.2313205010547,41.641160919489,36.1278227545573
53.6633320431025,47.4941945286357,43.2350741773892
48.5570090494829,40.6466469794653,38.1660519092644
50.5768835472404,43.144499022336,40.6209428413426
52.6494182278843,45.6289418649578,43.2708350581054
54.0286972868451,47.261043446792,45.000974596251
56.9491660345923,50.7510611093087,47.7575375007619
57.4294575328745,51.2708216200359,48.2461064275032
58.7640759982312,52.5684912547528,50.0230025287372
60.468353145283,54.2361296649523,52.1407622965344
46.4420048524459,39.1065816118233,40.1709925902565
44.3495263100325,44.7386134623752,42.7465854542585
41.3588065945413,57.2180360507496,46.4065189812064
37.9256607807014,77.2690296828615,52.0710231029442
36.0754547725192,100.597733111053,60.8271267313704
34.80961939945,124.01446849783,71.7430011190775
35.7864505487928,142.461516934331,86.0428550152699
39.5461519148093,153.803702300439,102.129018984829
53.1012284579358,46.2043089649269,44.0851805169067
56.2032200307283,49.8076160472253,48.9134671905333
57.3760039196208,51.2288339666763,50.6475795876172
57.7736504519142,51.7750206082178,51.5472290228258
58.8476552892561,53.214190800412,53.3578027208362
60.1567574492956,54.9670627798279,55.3691083981043
59.9714182151807,54.7545057300029,55.2002472682895
60.3396605193942,55.3126657778195,55.8807648975458
60.5171042028194,55.6920142475258,56.4110577792863
61.3764663973213,56.9616472764951,57.8130377023523
61.353689834995,57.0976413915421,58.0619929952304
61.2576097010198,56.9937347260152,57.9773307117261
66.5990758888461,64.6469612368117,66.861930903862
66.3170455032387,62.1739267275308,63.2455194010965
66.2666031444441,61.9302923612278,62.8978953150542
66.3717221315326,62.2849808121111,63.4353285403859
66.4994640235121,62.8748018880535,64.3231668281676
66.4810150567081,62.9217431183357,64.4143871074657
66.5058854059139,63.2474989200585,64.9367196533136
66.4863164358626,63.3866154719953,65.1954651363421
66.4064770931162,63.7787387828785,65.9061396277733
66.3886058671887,63.8879423001229,66.1064809712695
66.3286211384048,64.1478617106839,66.5742077679032
66.229334331392,64.5847269127512,67.3760045100281
66.2611458217703,64.7698427901357,67.6596976847228
66.1293105343728,64.9502753270036,68.0687671946662
65.8861859346742,65.318413262757,68.8668926344887
65.8642225198766,65.3675541097496,68.9949846219627
65.7116777511799,65.5358549824832,69.4062111116992
65.695190237011,65.6295095739467,69.6143151664892
65.464848922213,65.9298986467687,70.3252128068039
65.2652411936468,65.9483126543011,70.552527980578
65.0980317156225,66.1661626670366,71.0777662102634
64.9700303914218,66.4926531677244,71.8559937631253
65.030665600493,66.6970951387268,72.1871144645285
64.8586457549871,66.5820772857422,72.1597173092754
64.6539797124098,66.8737115761774,72.9631716448995
64.6910711596515,66.8805755464667,72.982311614223
64.7161977188974,67.2027076776968,73.6307818747739
64.5426481723291,67.2863504204168,74.1144284731084
64.67039438348,67.7976418729685,75.0895974193618
64.574634584246,67.6719177996634,74.9778470590587
64.6895704236591,67.8751242319968,75.3878619537854
64.7616248478082,67.9710935501105,75.5724488898733
67.3541426551051,67.866508227352,71.2612275030426
67.2528451673434,68.150325875537,71.9459623562003
67.3245347660286,68.2287998278873,72.0681734593452
67.302811977765,68.1845173186314,72.0681267651591
67.360219932687,68.6931653258188,72.8701136350946
67.30562872791,69.0135680770033,73.5107721009438
67.407052380791,69.5041876276819,74.2609676949197
67.3732240192146,69.7568456936439,74.8049629006746
67.4784729089114,70.2248956806992,75.5861210849504
67.5310801812143,70.4288147834135,75.9792951376657
67.7087066081388,70.9118755949277,76.7394984012986
67.6915793017157,71.0711861497076,77.2354836132487
68.1401266790375,71.7543625495437,78.0157583831773
68.1746134382389,71.7956227370937,78.1606526886995
68.2668178458325,72.098915686611,78.7742799825343
68.4452000521825,72.3920876818006,79.2952734045359
68.7337539632986,72.8156684724335,79.9255379552538
69.0413261677895,73.1281228561371,80.097835726566
69.2370078522444,73.4480760715374,80.6788470826469
69.4844227261836,73.6825709909137,80.9876344097097
69.8377190080578,74.163321667887,81.7215110548773
70.2370563005895,74.5791897024978,82.1326561219801
70.4328716356195,74.7998217437497,82.5347650454529
70.7267779310642,75.0596783980215,82.9943356513285
71.0313526977136,75.4145426444281,83.5420179828838
71.3489349457553,75.7000051132589,83.8321160003157
71.7401630622712,76.0734582032509,84.3581660146591
72.044852163509,76.3075830543604,84.7049296748271
72.4081156258115,76.6372663393994,85.1502413145941
72.9041055044492,76.9957910869168,85.7179519313635
73.6259831667254,77.6183685723554,86.439239741799
74.0119250906669,78.0054714006493,86.7105939156324
75.6307745638765,82.331005713152,86.6517259497336
76.1664691355782,82.5365461947004,87.2569819820815
76.5680366149639,82.8755292325402,87.7627669810699
76.8719964105055,83.0658309680315,88.064010225981
77.3559499008699,83.4016611946854,88.6025950545644
77.8037745378563,83.6776490085251,89.0919147352011
78.2994042875053,83.9871090971291,89.4511230637015
78.7827504877722,84.2774278657593,89.8958183719109
79.4166619132228,84.7253282593087,90.3261393342815
79.7414235430343,84.9112137404456,90.5776315248208
80.1941398738849,85.1535225112158,90.9595655840604
80.7371886917337,85.4679446963148,91.3135235109
81.1176225595069,85.6532219859116,91.5832103543981
81.2758702909799,85.6775401858243,91.72588943247
81.8418733306101,86.102585802094,91.9938603789666
82.3112997705866,86.3350889605473,92.2899287231706
83.2038495868094,86.8559851502551,92.782536095994
83.4641975743403,86.939176984555,92.9663909964376
84.0342727105086,87.2517776903422,93.2535310882777
84.3366269438823,87.390834532348,93.3720172790505
84.9584822987485,87.6739487537383,93.7089182038295
85.3824760485679,87.8965999451663,93.8491942597803
85.4753219803673,87.866176203694,93.9203950798639
86.2131217038928,88.2821613270717,94.2175795767703
86.6467751756005,88.4349309493218,94.4187895318473
86.8613394084662,88.5854417687464,94.4694239941515
87.4781073516956,88.8865069379178,94.6932825613388
87.5937057893319,88.9969409673298,94.727675711503
87.7342620670364,89.0564124772689,94.7911941217001
88.2182824518241,89.3442823692481,94.9496568345479
88.5895380008486,89.5765361033678,95.0595300295193
89.0104420255625,89.770834581907,95.1903486679045
83.9605657195258,88.5752634034534,92.3372411777881
85.2625414681868,89.3071438435028,93.3777499343499
86.2426981262648,89.7739516886269,93.9824756841869
86.7445922529965,89.9663658918081,94.2345558887627
87.5551607929998,90.2939588898492,94.6424867156172
88.0563133663323,90.4947621902989,94.8371360422883
88.4865941420241,90.651888710334,94.998943559878
89.2554298331477,90.9332541722079,95.3129180550923
89.8877185748112,91.1744298377792,95.5391282689005
90.3740491680549,91.339359553373,95.6608759865083
91.0166995639619,91.5612531863541,95.818570742438
91.3960868053117,91.6857206020725,95.8953463841854
91.8555868222579,91.8340174328924,95.9606082488598
92.1076297882578,91.9114222381583,95.9795936256322
92.4255935021599,92.0105160375296,95.9923455505906
92.6982299038783,92.1124064269821,96.008937045647
93.0947276710983,92.2597821054691,95.996234893836
93.3270305090991,92.3497096535134,95.9639456899795
93.6779110897536,92.4713529765892,95.8870395164792
93.860786811499,92.5387134696585,95.835081832787
93.9358703201991,92.5725748159599,95.7900638294798
94.1588084661577,92.6492579790578,95.7148637048161
94.2222726609695,92.6854384714789,95.6983559241137
94.3180790987058,92.719870206,95.6826799494941
94.5109139868882,92.7998160471347,95.6563370396284
94.6658904673847,92.8681654060882,95.5470462779579
94.8134343083998,92.9291988927318,95.4520061213746
94.6632332580152,92.8364083660877,95.4879780914477
