pred_1,pred_2,pred_3
17.7686653594991,107.54105369453,62.5442647486432
44.024408493509,106.832212173269,72.4532352586685
60.690706641289,107.290231977891,85.7127877241169
64.3882771996046,107.316606003322,89.7539957821617
64.318891700156,107.277155240252,89.7710751696967
67.0944988342705,107.883506771491,91.8899788956759
65.8812500198936,107.607188874765,90.8023844091194
66.428702144012,107.754446023558,91.2303804459164
67.9372902821935,107.362985793816,93.0438575966773
68.4036630436557,107.849507501975,93.6174541275097
68.2124990462868,107.619679921034,93.2658960769977
68.3180044952716,107.779439368045,93.4250357868537
67.3552133373325,109.183343149446,92.0530919485894
67.2119459849418,109.851741506783,92.5540579178493
67.1434615212959,109.945659807241,92.7288770013533
66.9957990269714,110.108453285044,92.886027354839
66.8024195738324,110.272644027608,93.0377720885438
66.6145566724031,110.401336233173,93.1447697034135
67.34092870704,109.531211815718,92.3635281368729
67.2838342249648,109.674229642662,92.3215472609443
68.1304460118254,108.13125801751,94.0130732659245
67.0036194233622,108.721557071927,94.1005607094345
66.5570710213329,108.872625136212,94.1310607041105
66.1071645519363,109.084260991262,94.1325768468181
65.6760086684672,109.225484780528,94.1502050063155
65.3417745107303,109.321703819054,94.1590819872654
65.0111200494849,109.39731516533,94.1751007254735
64.6458226163063,109.463315781374,94.1903942449756
64.5811144003017,109.500181092163,94.1964256268351
64.048304643408,109.61431562431,94.2156463304334
67.656515171047,108.458437269621,94.0315597265653
67.4592943135715,108.588120486465,94.033804192149
68.0510570427132,107.663643493803,94.3118888839406
66.5914141775778,108.298405863934,94.279399239432
66.1688136092177,108.425793937876,94.2839056247433
65.9000553323686,108.481451681682,94.2902286890654
65.6238669162007,108.546022933855,94.2988197879263
65.0902862158568,108.684221033878,94.2959928606394
64.9909770151663,108.674265813619,94.3117898546247
64.4993621901112,108.809671977627,94.3083731914149
64.4152351986703,108.767408457876,94.327954452435
63.8930408339021,108.849480961128,94.3357543689813
63.6591323876392,108.898476701568,94.3413747681989
63.5748395251719,108.869755075904,94.3531681577475
63.1909728789757,108.916946600474,94.3698659716261
62.6656337398328,109.016637016373,94.3748427425546
67.2917657438381,108.0637416062,94.2757726069631
62.6236972001104,109.021489437235,94.3825576362007
62.2812569782055,109.03951473045,94.3991236557617
62.1184703572926,109.091356460627,94.4076708727923
61.7130004384482,109.134712953912,94.421307163393
61.5867415591458,109.177314282926,94.4310956803325
61.310605766869,109.204866657351,94.4556325275668
61.3560230410116,109.146375077868,94.4752403861682
60.9385148438759,109.141356122385,94.5097086898814
60.6502353854816,109.241330603873,94.5147307703565
60.4053335714513,109.24666588179,94.5407179638908
66.8862010953802,108.200005227505,94.2816868423488
60.0317015535386,109.382997004292,94.5705040165598
59.6927746579449,109.401433723128,94.6047370133141
59.3299005317798,109.530591239918,94.6311486799897
58.9387201989199,109.610031969879,94.6801883797766
58.6904809516084,109.612727756386,94.7331178190934
58.3752301703064,109.699030502399,94.7783473815602
65.4547078735254,106.927513128754,94.5673840553903
63.3150467613954,107.336291335994,94.6292248188231
62.9060233295777,107.409510184371,94.6540012052144
62.1830529128569,107.53537058372,94.6903962648819
62.1586673907268,107.481740979703,94.7238196716518
61.6391181969134,107.526456283057,94.7718171521989
61.3861782850453,107.590667405739,94.8045334262116
60.9378828174364,107.614626486885,94.8720176230662
60.5238633776135,107.707467998486,94.9241678850132
60.2616394961561,107.671900474565,94.9928479750524
60.0355493877296,107.694727820537,95.0419590129754
64.3361138833326,107.196406147295,94.5689926957983
59.8856949121587,107.729497996292,95.0895263251711
59.7181339040394,107.699769678308,95.1586703948083
59.3351356328218,107.733223796902,95.2560612763561
59.2211697280606,107.715309566154,95.3314509881507
59.1140814106769,107.693102048727,95.3892621169794
59.0001530068332,107.691323065183,95.4494425242579
58.8256491626713,107.680425553553,95.5318509961217
58.3792479195161,107.80782670555,95.6478887368421
58.1022216786668,107.827670739272,95.7697031501667
57.9479378609455,107.827730582365,95.813269202559
63.8884395729101,107.313009249172,94.5883659825829
57.7903010341423,107.832831555194,95.9425843329889
57.6687931049933,107.856626974337,96.0138629880858
57.5899421614353,107.796257276577,96.1192145431184
57.4914391263633,107.789402342817,96.2327228774616
57.2107662811474,107.860144825863,96.3820097498054
57.1990719766105,107.80468735234,96.4826315495538
56.7614976374465,107.946622981336,96.7485611832808
56.6078546595457,107.960995111564,96.9140953074727
56.4954943388725,107.931498848547,97.0509922036701
63.6559118019864,105.52947041092,94.9764363238613
61.3289597992138,105.879335016981,95.3226098177124
61.2328801632828,105.846887187396,95.3959825449277
60.913264752302,105.875109419375,95.5078425135012
60.6187284442127,105.908395066602,95.6176578605896
60.3062734575584,105.918588195637,95.7542213069762
60.2410174507163,105.910758108644,95.8902303583287
60.0069962184765,105.923138062604,96.0200556623037
60.1381003470307,105.866070970574,96.0815012099575
59.8121583235806,105.882963101588,96.2827352816978
59.8454775246993,105.867194420481,96.321045820773
62.1445273864558,105.790322818084,95.1171884254774
59.5966442644472,105.883737677468,96.5003992255509
59.496789189066,105.897846600073,96.63649047591
59.2593552676949,105.928196573309,96.8584300022844
59.2871151014555,105.91989503919,96.9436054983349
58.9836245610619,105.971200673322,97.2171139374915
58.9070014124935,105.973358374186,97.3505219194014
58.6352072903501,106.016921740935,97.6087863090414
58.6151470348668,106.017693342009,97.7693180750795
58.2884418879218,106.131397548306,98.0944905551694
58.2535051275127,106.140706844106,98.2367239469147
61.8936816238359,105.804833225605,95.2001110654397
58.0421651873317,106.197755186155,98.7300874147567
58.1537115043515,106.182975361079,98.7361659528334
57.7414786359493,106.349853788493,99.285299797097
57.9574270261979,106.289551803795,99.3276000529057
57.7433569928418,106.366244628963,99.8368164909027
57.7041738882151,106.399375455235,100.083386887848
57.9711625109375,106.31491615113,100.044955115143
58.2623491574991,106.213765884513,99.8210891786276
58.3103486574024,106.224248323545,100.001260550258
63.2488988305612,105.1669699108,97.7201888943998
61.2979326460493,105.631320572128,99.358175426284
61.3146468810646,105.681472711762,99.6210235974238
60.9686754187941,105.81576144752,100.237498371685
60.6180498975347,105.903787100981,100.666248618083
60.6857820819984,106.000127732381,101.195185115301
60.4293818620296,106.088140192878,101.667962200927
60.2729548095866,106.201805189245,102.26515701361
60.1296632143028,106.285471431695,102.617397307129
60.0290648759261,106.446053233389,103.440629955033
59.8839678654774,106.577129540455,104.141763319375
61.899230538695,105.42609508449,98.4438334117389
59.8258663027041,106.740598259616,105.047803189412
59.6805991923992,106.837245589083,105.569902031192
59.8211567458788,106.963896579772,106.325719894004
59.6408444202272,107.11058175467,107.124419141148
59.6223704963284,107.232299402304,107.928798727691
59.8336807430412,107.253284569544,108.050443096371
59.9364835064017,107.397969076474,108.862678286598
59.8368982772618,107.652197667493,109.975041180382
60.0228987956377,107.671594927603,110.340378824212
61.5266717686733,105.520495564632,98.871318205232
60.1203740791114,107.843982281082,111.345696760659
59.9629256586112,108.212359874343,113.637953502742
60.3516602707654,107.980702273908,112.11426621968
60.431352598328,108.078516409315,112.689900259334
60.6318488573409,108.164804839992,113.130272961698
60.8096761612234,108.307661885693,113.942141182814
60.8627280038156,108.547432616617,115.351413048921
60.9987244358861,108.952513727787,117.78542233754
60.8457186815533,109.371065134578,120.479277874452
60.9008017549914,109.851721084999,123.468215161492
75.3695746888854,107.227615295724,99.6196439776897
73.0716588854395,108.519174091094,104.313223911526
73.4718152466946,108.77968468014,105.003597048294
73.7885231631378,108.993266167101,105.553049930422
74.2735740218432,109.068549102573,105.522715562492
74.5562668900824,109.306407613806,106.216154677736
75.241210444379,109.329103238917,105.845721273527
75.5116572817564,109.453575341127,106.09970501088
75.7720322199149,109.689608303057,106.703976104187
76.5835996156555,109.86341911807,106.95033881303
77.4466186644807,110.13594857841,107.372437847467
72.8710171306257,107.813029082521,102.11263284431
77.9473481332804,110.450742810192,108.233439761619
78.9825477359466,110.553656917241,107.928250514417
79.0988229941935,110.909622467467,109.231991962837
79.5490845963386,111.183458782541,110.048277140893
79.683602933019,111.627486367773,111.890548826938
80.2265975897265,111.896521367434,112.684619125177
80.5616532929235,112.235404151927,114.012127979222
81.6748949506828,112.608164557258,114.947912410389
82.3287530018544,113.083196348444,116.830130735707
83.3503137333958,113.283212058893,116.980606550866
72.8462698846065,108.180239435587,103.299976293554
83.84801184587,113.695149746571,118.706144763439
85.1364583964605,114.117078663957,119.904205199674
85.918491426207,114.495816616166,121.384405614822
87.3047230541266,114.784158924915,121.751452615279
88.1332806958691,115.286157458856,123.966548881212
